start_value,sequence_length,max_value,sequence
5776,50,5776,"[5776, 2888, 1444, 722, 361, 1084, 542, 271, 814, 407, 1222, 611, 1834, 917, 2752, 1376, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5777,143,17332,"[5777, 17332, 8666, 4333, 13000, 6500, 3250, 1625, 4876, 2438, 1219, 3658, 1829, 5488, 2744, 1372, 686, 343, 1030, 515, 1546, 773, 2320, 1160, 580, 290, 145, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5778,143,14632,"[5778, 2889, 8668, 4334, 2167, 6502, 3251, 9754, 4877, 14632, 7316, 3658, 1829, 5488, 2744, 1372, 686, 343, 1030, 515, 1546, 773, 2320, 1160, 580, 290, 145, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5779,143,26008,"[5779, 17338, 8669, 26008, 13004, 6502, 3251, 9754, 4877, 14632, 7316, 3658, 1829, 5488, 2744, 1372, 686, 343, 1030, 515, 1546, 773, 2320, 1160, 580, 290, 145, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5780,50,5780,"[5780, 2890, 1445, 4336, 2168, 1084, 542, 271, 814, 407, 1222, 611, 1834, 917, 2752, 1376, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5781,50,17344,"[5781, 17344, 8672, 4336, 2168, 1084, 542, 271, 814, 407, 1222, 611, 1834, 917, 2752, 1376, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5782,50,13012,"[5782, 2891, 8674, 4337, 13012, 6506, 3253, 9760, 4880, 2440, 1220, 610, 305, 916, 458, 229, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5783,50,39040,"[5783, 17350, 8675, 26026, 13013, 39040, 19520, 9760, 4880, 2440, 1220, 610, 305, 916, 458, 229, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5784,50,5784,"[5784, 2892, 1446, 723, 2170, 1085, 3256, 1628, 814, 407, 1222, 611, 1834, 917, 2752, 1376, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5785,81,19528,"[5785, 17356, 8678, 4339, 13018, 6509, 19528, 9764, 4882, 2441, 7324, 3662, 1831, 5494, 2747, 8242, 4121, 12364, 6182, 3091, 9274, 4637, 13912, 6956, 3478, 1739, 5218, 2609, 7828, 3914, 1957, 5872, 2936, 1468, 734, 367, 1102, 551, 1654, 827, 2482, 1241, 3724, 1862, 931, 2794, 1397, 4192, 2096, 1048, 524, 262, 131, 394, 197, 592, 296, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5786,50,8680,"[5786, 2893, 8680, 4340, 2170, 1085, 3256, 1628, 814, 407, 1222, 611, 1834, 917, 2752, 1376, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5787,81,74176,"[5787, 17362, 8681, 26044, 13022, 6511, 19534, 9767, 29302, 14651, 43954, 21977, 65932, 32966, 16483, 49450, 24725, 74176, 37088, 18544, 9272, 4636, 2318, 1159, 3478, 1739, 5218, 2609, 7828, 3914, 1957, 5872, 2936, 1468, 734, 367, 1102, 551, 1654, 827, 2482, 1241, 3724, 1862, 931, 2794, 1397, 4192, 2096, 1048, 524, 262, 131, 394, 197, 592, 296, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5788,55,10996,"[5788, 2894, 1447, 4342, 2171, 6514, 3257, 9772, 4886, 2443, 7330, 3665, 10996, 5498, 2749, 8248, 4124, 2062, 1031, 3094, 1547, 4642, 2321, 6964, 3482, 1741, 5224, 2612, 1306, 653, 1960, 980, 490, 245, 736, 368, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5789,55,17368,"[5789, 17368, 8684, 4342, 2171, 6514, 3257, 9772, 4886, 2443, 7330, 3665, 10996, 5498, 2749, 8248, 4124, 2062, 1031, 3094, 1547, 4642, 2321, 6964, 3482, 1741, 5224, 2612, 1306, 653, 1960, 980, 490, 245, 736, 368, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5790,55,29320,"[5790, 2895, 8686, 4343, 13030, 6515, 19546, 9773, 29320, 14660, 7330, 3665, 10996, 5498, 2749, 8248, 4124, 2062, 1031, 3094, 1547, 4642, 2321, 6964, 3482, 1741, 5224, 2612, 1306, 653, 1960, 980, 490, 245, 736, 368, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5791,112,250504,"[5791, 17374, 8687, 26062, 13031, 39094, 19547, 58642, 29321, 87964, 43982, 21991, 65974, 32987, 98962, 49481, 148444, 74222, 37111, 111334, 55667, 167002, 83501, 250504, 125252, 62626, 31313, 93940, 46970, 23485, 70456, 35228, 17614, 8807, 26422, 13211, 39634, 19817, 59452, 29726, 14863, 44590, 22295, 66886, 33443, 100330, 50165, 150496, 75248, 37624, 18812, 9406, 4703, 14110, 7055, 21166, 10583, 31750, 15875, 47626, 23813, 71440, 35720, 17860, 8930, 4465, 13396, 6698, 3349, 10048, 5024, 2512, 1256, 628, 314, 157, 472, 236, 118, 59, 178, 89, 268, 134, 67, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17]"
5792,24,5792,"[5792, 2896, 1448, 724, 362, 181, 544, 272, 136, 68, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5793,55,20896,"[5793, 17380, 8690, 4345, 13036, 6518, 3259, 9778, 4889, 14668, 7334, 3667, 11002, 5501, 16504, 8252, 4126, 2063, 6190, 3095, 9286, 4643, 13930, 6965, 20896, 10448, 5224, 2612, 1306, 653, 1960, 980, 490, 245, 736, 368, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5794,143,9232,"[5794, 2897, 8692, 4346, 2173, 6520, 3260, 1630, 815, 2446, 1223, 3670, 1835, 5506, 2753, 8260, 4130, 2065, 6196, 3098, 1549, 4648, 2324, 1162, 581, 1744, 872, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5795,143,26080,"[5795, 17386, 8693, 26080, 13040, 6520, 3260, 1630, 815, 2446, 1223, 3670, 1835, 5506, 2753, 8260, 4130, 2065, 6196, 3098, 1549, 4648, 2324, 1162, 581, 1744, 872, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5796,143,24784,"[5796, 2898, 1449, 4348, 2174, 1087, 3262, 1631, 4894, 2447, 7342, 3671, 11014, 5507, 16522, 8261, 24784, 12392, 6196, 3098, 1549, 4648, 2324, 1162, 581, 1744, 872, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5797,143,24784,"[5797, 17392, 8696, 4348, 2174, 1087, 3262, 1631, 4894, 2447, 7342, 3671, 11014, 5507, 16522, 8261, 24784, 12392, 6196, 3098, 1549, 4648, 2324, 1162, 581, 1744, 872, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5798,143,24784,"[5798, 2899, 8698, 4349, 13048, 6524, 3262, 1631, 4894, 2447, 7342, 3671, 11014, 5507, 16522, 8261, 24784, 12392, 6196, 3098, 1549, 4648, 2324, 1162, 581, 1744, 872, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5799,205,190996,"[5799, 17398, 8699, 26098, 13049, 39148, 19574, 9787, 29362, 14681, 44044, 22022, 11011, 33034, 16517, 49552, 24776, 12388, 6194, 3097, 9292, 4646, 2323, 6970, 3485, 10456, 5228, 2614, 1307, 3922, 1961, 5884, 2942, 1471, 4414, 2207, 6622, 3311, 9934, 4967, 14902, 7451, 22354, 11177, 33532, 16766, 8383, 25150, 12575, 37726, 18863, 56590, 28295, 84886, 42443, 127330, 63665, 190996, 95498, 47749, 143248, 71624, 35812, 17906, 8953, 26860, 13430, 6715, 20146, 10073, 30220, 15110, 7555, 22666, 11333, 34000, 17000, 8500, 4250, 2125, 6376, 3188, 1594, 797, 2392, 1196, 598, 299, 898, 449, 1348, 674, 337, 1012, 506, 253, 760, 380, 190, 95]"
5800,24,5800,"[5800, 2900, 1450, 725, 2176, 1088, 544, 272, 136, 68, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5801,81,223072,"[5801, 17404, 8702, 4351, 13054, 6527, 19582, 9791, 29374, 14687, 44062, 22031, 66094, 33047, 99142, 49571, 148714, 74357, 223072, 111536, 55768, 27884, 13942, 6971, 20914, 10457, 31372, 15686, 7843, 23530, 11765, 35296, 17648, 8824, 4412, 2206, 1103, 3310, 1655, 4966, 2483, 7450, 3725, 11176, 5588, 2794, 1397, 4192, 2096, 1048, 524, 262, 131, 394, 197, 592, 296, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5802,24,8704,"[5802, 2901, 8704, 4352, 2176, 1088, 544, 272, 136, 68, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5803,174,26116,"[5803, 17410, 8705, 26116, 13058, 6529, 19588, 9794, 4897, 14692, 7346, 3673, 11020, 5510, 2755, 8266, 4133, 12400, 6200, 3100, 1550, 775, 2326, 1163, 3490, 1745, 5236, 2618, 1309, 3928, 1964, 982, 491, 1474, 737, 2212, 1106, 553, 1660, 830, 415, 1246, 623, 1870, 935, 2806, 1403, 4210, 2105, 6316, 3158, 1579, 4738, 2369, 7108, 3554, 1777, 5332, 2666, 1333, 4000, 2000, 1000, 500, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593]"
5804,143,9232,"[5804, 2902, 1451, 4354, 2177, 6532, 3266, 1633, 4900, 2450, 1225, 3676, 1838, 919, 2758, 1379, 4138, 2069, 6208, 3104, 1552, 776, 388, 194, 97, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5805,143,17416,"[5805, 17416, 8708, 4354, 2177, 6532, 3266, 1633, 4900, 2450, 1225, 3676, 1838, 919, 2758, 1379, 4138, 2069, 6208, 3104, 1552, 776, 388, 194, 97, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5806,143,19600,"[5806, 2903, 8710, 4355, 13066, 6533, 19600, 9800, 4900, 2450, 1225, 3676, 1838, 919, 2758, 1379, 4138, 2069, 6208, 3104, 1552, 776, 388, 194, 97, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5807,112,58804,"[5807, 17422, 8711, 26134, 13067, 39202, 19601, 58804, 29402, 14701, 44104, 22052, 11026, 5513, 16540, 8270, 4135, 12406, 6203, 18610, 9305, 27916, 13958, 6979, 20938, 10469, 31408, 15704, 7852, 3926, 1963, 5890, 2945, 8836, 4418, 2209, 6628, 3314, 1657, 4972, 2486, 1243, 3730, 1865, 5596, 2798, 1399, 4198, 2099, 6298, 3149, 9448, 4724, 2362, 1181, 3544, 1772, 886, 443, 1330, 665, 1996, 998, 499, 1498, 749, 2248, 1124, 562, 281, 844, 422, 211, 634, 317, 952, 476, 238, 119, 358, 179, 538, 269, 808, 404, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17]"
5808,50,5808,"[5808, 2904, 1452, 726, 363, 1090, 545, 1636, 818, 409, 1228, 614, 307, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5809,50,17428,"[5809, 17428, 8714, 4357, 13072, 6536, 3268, 1634, 817, 2452, 1226, 613, 1840, 920, 460, 230, 115, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5810,50,9808,"[5810, 2905, 8716, 4358, 2179, 6538, 3269, 9808, 4904, 2452, 1226, 613, 1840, 920, 460, 230, 115, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5811,50,26152,"[5811, 17434, 8717, 26152, 13076, 6538, 3269, 9808, 4904, 2452, 1226, 613, 1840, 920, 460, 230, 115, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5812,50,5812,"[5812, 2906, 1453, 4360, 2180, 1090, 545, 1636, 818, 409, 1228, 614, 307, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5813,50,17440,"[5813, 17440, 8720, 4360, 2180, 1090, 545, 1636, 818, 409, 1228, 614, 307, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5814,143,22084,"[5814, 2907, 8722, 4361, 13084, 6542, 3271, 9814, 4907, 14722, 7361, 22084, 11042, 5521, 16564, 8282, 4141, 12424, 6212, 3106, 1553, 4660, 2330, 1165, 3496, 1748, 874, 437, 1312, 656, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5815,143,39256,"[5815, 17446, 8723, 26170, 13085, 39256, 19628, 9814, 4907, 14722, 7361, 22084, 11042, 5521, 16564, 8282, 4141, 12424, 6212, 3106, 1553, 4660, 2330, 1165, 3496, 1748, 874, 437, 1312, 656, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5816,50,5816,"[5816, 2908, 1454, 727, 2182, 1091, 3274, 1637, 4912, 2456, 1228, 614, 307, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5817,143,19636,"[5817, 17452, 8726, 4363, 13090, 6545, 19636, 9818, 4909, 14728, 7364, 3682, 1841, 5524, 2762, 1381, 4144, 2072, 1036, 518, 259, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5818,50,8728,"[5818, 2909, 8728, 4364, 2182, 1091, 3274, 1637, 4912, 2456, 1228, 614, 307, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5819,143,29464,"[5819, 17458, 8729, 26188, 13094, 6547, 19642, 9821, 29464, 14732, 7366, 3683, 11050, 5525, 16576, 8288, 4144, 2072, 1036, 518, 259, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5820,143,14740,"[5820, 2910, 1455, 4366, 2183, 6550, 3275, 9826, 4913, 14740, 7370, 3685, 11056, 5528, 2764, 1382, 691, 2074, 1037, 3112, 1556, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5821,143,17464,"[5821, 17464, 8732, 4366, 2183, 6550, 3275, 9826, 4913, 14740, 7370, 3685, 11056, 5528, 2764, 1382, 691, 2074, 1037, 3112, 1556, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5822,143,44224,"[5822, 2911, 8734, 4367, 13102, 6551, 19654, 9827, 29482, 14741, 44224, 22112, 11056, 5528, 2764, 1382, 691, 2074, 1037, 3112, 1556, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5823,143,132676,"[5823, 17470, 8735, 26206, 13103, 39310, 19655, 58966, 29483, 88450, 44225, 132676, 66338, 33169, 99508, 49754, 24877, 74632, 37316, 18658, 9329, 27988, 13994, 6997, 20992, 10496, 5248, 2624, 1312, 656, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644]"
5824,99,9232,"[5824, 2912, 1456, 728, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5825,50,17476,"[5825, 17476, 8738, 4369, 13108, 6554, 3277, 9832, 4916, 2458, 1229, 3688, 1844, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
5826,112,95956,"[5826, 2913, 8740, 4370, 2185, 6556, 3278, 1639, 4918, 2459, 7378, 3689, 11068, 5534, 2767, 8302, 4151, 12454, 6227, 18682, 9341, 28024, 14012, 7006, 3503, 10510, 5255, 15766, 7883, 23650, 11825, 35476, 17738, 8869, 26608, 13304, 6652, 3326, 1663, 4990, 2495, 7486, 3743, 11230, 5615, 16846, 8423, 25270, 12635, 37906, 18953, 56860, 28430, 14215, 42646, 21323, 63970, 31985, 95956, 47978, 23989, 71968, 35984, 17992, 8996, 4498, 2249, 6748, 3374, 1687, 5062, 2531, 7594, 3797, 11392, 5696, 2848, 1424, 712, 356, 178, 89, 268, 134, 67, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17]"
5827,112,95956,"[5827, 17482, 8741, 26224, 13112, 6556, 3278, 1639, 4918, 2459, 7378, 3689, 11068, 5534, 2767, 8302, 4151, 12454, 6227, 18682, 9341, 28024, 14012, 7006, 3503, 10510, 5255, 15766, 7883, 23650, 11825, 35476, 17738, 8869, 26608, 13304, 6652, 3326, 1663, 4990, 2495, 7486, 3743, 11230, 5615, 16846, 8423, 25270, 12635, 37906, 18953, 56860, 28430, 14215, 42646, 21323, 63970, 31985, 95956, 47978, 23989, 71968, 35984, 17992, 8996, 4498, 2249, 6748, 3374, 1687, 5062, 2531, 7594, 3797, 11392, 5696, 2848, 1424, 712, 356, 178, 89, 268, 134, 67, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17]"
